3643	1014
3642	1015
3643	1015
3644	1015
3645	1015
3641	1016
3642	1016
3643	1016
3644	1016
3645	1016
3646	1016
3640	1017
3641	1017
3642	1017
3643	1017
3644	1017
3645	1017
3646	1017
3647	1017
3648	1017
3554	1018
3555	1018
3639	1018
3640	1018
3641	1018
3642	1018
3643	1018
3644	1018
3645	1018
3646	1018
3647	1018
3648	1018
3649	1018
3551	1019
3552	1019
3553	1019
3554	1019
3555	1019
3556	1019
3557	1019
3558	1019
3638	1019
3639	1019
3640	1019
3641	1019
3642	1019
3643	1019
3644	1019
3645	1019
3646	1019
3647	1019
3648	1019
3649	1019
3650	1019
3651	1019
3549	1020
3550	1020
3551	1020
3552	1020
3553	1020
3554	1020
3555	1020
3556	1020
3557	1020
3558	1020
3559	1020
3560	1020
3561	1020
3615	1020
3616	1020
3617	1020
3618	1020
3619	1020
3620	1020
3621	1020
3622	1020
3637	1020
3638	1020
3639	1020
3640	1020
3641	1020
3642	1020
3643	1020
3644	1020
3645	1020
3646	1020
3647	1020
3648	1020
3649	1020
3650	1020
3651	1020
3652	1020
3546	1021
3547	1021
3548	1021
3549	1021
3550	1021
3551	1021
3552	1021
3553	1021
3554	1021
3555	1021
3556	1021
3557	1021
3558	1021
3559	1021
3560	1021
3561	1021
3562	1021
3563	1021
3564	1021
3565	1021
3610	1021
3611	1021
3612	1021
3613	1021
3614	1021
3615	1021
3616	1021
3617	1021
3618	1021
3619	1021
3620	1021
3621	1021
3622	1021
3623	1021
3624	1021
3625	1021
3626	1021
3627	1021
3628	1021
3629	1021
3630	1021
3631	1021
3632	1021
3636	1021
3637	1021
3638	1021
3639	1021
3640	1021
3641	1021
3642	1021
3643	1021
3644	1021
3645	1021
3646	1021
3647	1021
3648	1021
3649	1021
3650	1021
3651	1021
3652	1021
3653	1021
3544	1022
3545	1022
3546	1022
3547	1022
3548	1022
3549	1022
3550	1022
3551	1022
3552	1022
3553	1022
3554	1022
3555	1022
3556	1022
3557	1022
3558	1022
3559	1022
3560	1022
3561	1022
3562	1022
3563	1022
3564	1022
3565	1022
3566	1022
3567	1022
3568	1022
3605	1022
3606	1022
3607	1022
3608	1022
3609	1022
3610	1022
3611	1022
3612	1022
3613	1022
3614	1022
3615	1022
3616	1022
3617	1022
3618	1022
3619	1022
3620	1022
3621	1022
3622	1022
3623	1022
3624	1022
3625	1022
3626	1022
3627	1022
3628	1022
3629	1022
3630	1022
3631	1022
3632	1022
3633	1022
3634	1022
3635	1022
3636	1022
3637	1022
3638	1022
3639	1022
3640	1022
3641	1022
3642	1022
3643	1022
3644	1022
3645	1022
3646	1022
3647	1022
3648	1022
3649	1022
3650	1022
3651	1022
3652	1022
3653	1022
3654	1022
3655	1022
3541	1023
3542	1023
3543	1023
3544	1023
3545	1023
3546	1023
3547	1023
3548	1023
3549	1023
3550	1023
3551	1023
3552	1023
3553	1023
3554	1023
3555	1023
3556	1023
3557	1023
3558	1023
3559	1023
3560	1023
3561	1023
3562	1023
3563	1023
3564	1023
3565	1023
3566	1023
3567	1023
3568	1023
3569	1023
3570	1023
3571	1023
3599	1023
3600	1023
3601	1023
3602	1023
3603	1023
3604	1023
3605	1023
3606	1023
3607	1023
3608	1023
3609	1023
3610	1023
3611	1023
3612	1023
3613	1023
3614	1023
3615	1023
3616	1023
3617	1023
3618	1023
3619	1023
3620	1023
3621	1023
3622	1023
3623	1023
3624	1023
3625	1023
3626	1023
3627	1023
3628	1023
3629	1023
3630	1023
3631	1023
3632	1023
3633	1023
3634	1023
3635	1023
