2370	576
2371	576
2372	576
2373	576
2374	576
2375	576
2370	577
2371	577
2372	577
2373	577
2374	577
2375	577
2376	577
2377	577
2378	577
2379	577
2370	578
2371	578
2372	578
2373	578
2374	578
2375	578
2376	578
2377	578
2378	578
2379	578
2380	578
2370	579
2371	579
2372	579
2373	579
2374	579
2375	579
2376	579
2377	579
2378	579
2379	579
2380	579
2369	580
2370	580
2371	580
2372	580
2373	580
2374	580
2375	580
2376	580
2377	580
2378	580
2379	580
2380	580
2381	580
2368	581
2369	581
2370	581
2371	581
2372	581
2373	581
2374	581
2375	581
2376	581
2377	581
2378	581
2379	581
2380	581
2381	581
2367	582
2368	582
2369	582
2370	582
2371	582
2372	582
2373	582
2374	582
2375	582
2376	582
2377	582
2378	582
2379	582
2380	582
2367	583
2368	583
2369	583
2370	583
2371	583
2372	583
2373	583
2374	583
2375	583
2376	583
2377	583
2378	583
2367	584
2368	584
2369	584
2370	584
2371	584
2372	584
2373	584
2374	584
2375	584
2376	584
2377	584
2367	585
2368	585
2369	585
2370	585
2371	585
2372	585
2373	585
2374	585
2375	585
2376	585
2367	586
2368	586
2369	586
2370	586
2371	586
2372	586
2373	586
2374	586
2375	586
2376	586
2367	587
2368	587
2369	587
2370	587
2371	587
2372	587
2373	587
2374	587
2375	587
2376	587
2377	587
2367	588
2368	588
2369	588
2370	588
2371	588
2372	588
2373	588
2374	588
2375	588
2376	588
2377	588
2366	589
2367	589
2368	589
2369	589
2370	589
2371	589
2372	589
2373	589
2374	589
2375	589
2376	589
2377	589
2378	589
2365	590
2366	590
2367	590
2368	590
2369	590
2370	590
2371	590
2372	590
2373	590
2374	590
2375	590
2376	590
2377	590
2378	590
2365	591
2366	591
2367	591
2368	591
2369	591
2370	591
2371	591
2372	591
2373	591
2374	591
2375	591
2376	591
2377	591
2378	591
2379	591
2364	592
2365	592
2366	592
2367	592
2368	592
2369	592
2370	592
2371	592
2372	592
2373	592
2374	592
2375	592
2376	592
2377	592
2378	592
2379	592
2364	593
2365	593
2366	593
2367	593
2368	593
2369	593
2370	593
2371	593
2372	593
2373	593
2374	593
2375	593
2376	593
2377	593
2378	593
2379	593
2364	594
2365	594
2366	594
2367	594
2368	594
2369	594
2370	594
2371	594
2372	594
2373	594
2374	594
2375	594
2376	594
2377	594
2378	594
2379	594
2380	594
2364	595
2365	595
2366	595
2367	595
2368	595
2369	595
2370	595
2371	595
2372	595
2373	595
2374	595
2375	595
2376	595
2377	595
2378	595
2379	595
2380	595
2364	596
2365	596
2366	596
2367	596
2368	596
2369	596
2370	596
2371	596
2372	596
2373	596
2374	596
2375	596
2376	596
2377	596
2378	596
2379	596
2380	596
2381	596
2364	597
2365	597
2366	597
2367	597
2368	597
2369	597
2370	597
2371	597
2372	597
2373	597
2374	597
2375	597
2376	597
2377	597
2378	597
2379	597
2380	597
2381	597
2364	598
2365	598
2366	598
2367	598
2368	598
2369	598
2370	598
2371	598
2372	598
2373	598
2374	598
2375	598
2376	598
2377	598
2378	598
2379	598
2380	598
2381	598
2382	598
2364	599
2365	599
2366	599
2367	599
2368	599
2369	599
2370	599
2371	599
2372	599
2373	599
2374	599
